journal_id,journal
3086,Learning & behavior
3087,"Learning & memory (Cold Spring Harbor, N.Y.)"
3088,"Legal medicine (Tokyo, Japan)"
3089,Letters in applied microbiology
3090,Leukemia
3091,Leukemia & lymphoma
3092,Leukemia research
3093,Life science alliance
3094,Life sciences
3095,Life sciences in space research
3096,"Life sciences, society and policy"
3097,Lifestyle genomics
3098,Lifetime data analysis
3099,Lipids
3100,Lipids in health and disease
3101,Literature and medicine
3102,Liver international : official journal of the International Association for the Study of the Liver
3103,Liver transplantation : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society
3104,"Logopedics, phoniatrics, vocology"
3105,Lower urinary tract symptoms
3106,Luminescence : the journal of biological and chemical luminescence
3107,Lung
3108,"Lung cancer (Amsterdam, Netherlands)"
3109,Lupus
3110,Lupus science & medicine
3111,Lymphatic research and biology
3112,Lymphology
3113,MCN. The American journal of maternal child nursing
3114,MEDICC review
3115,MMW Fortschritte der Medizin
3116,MMWR supplements
3117,MMWR. Morbidity and mortality weekly report
3118,MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports
3119,Macromolecular bioscience
3120,Macromolecular rapid communications
3121,"Magma (New York, N.Y.)"
3122,Magnesium research
3123,Magnetic resonance imaging
3124,Magnetic resonance imaging clinics of North America
3125,Magnetic resonance in chemistry : MRC
3126,Magnetic resonance in medical sciences : MRMS : an official journal of Japan Society of Magnetic Resonance in Medicine
3127,Magnetic resonance in medicine
3128,Malaria journal
3129,Malawi medical journal : the journal of Medical Association of Malawi
3130,Mammalian genome : official journal of the International Mammalian Genome Society
3131,"Marine biotechnology (New York, N.Y.)"
3132,Marine drugs
3133,Marine environmental research
3134,Marine genomics
3135,Marine pollution bulletin
3136,Mass spectrometry reviews
3137,"Materials science & engineering. C, Materials for biological applications"
3138,Maternal & child nutrition
3139,Maternal and child health journal
3140,Mathematical biosciences
3141,Mathematical biosciences and engineering : MBE
3142,Mathematical medicine and biology : a journal of the IMA
3143,Matrix biology : journal of the International Society for Matrix Biology
3144,Maturitas
3145,Mayo Clinic proceedings
3146,Meat science
3147,Mechanisms of ageing and development
3148,Mechanisms of development
3149,Medecine et maladies infectieuses
3150,Medecine et sante tropicales
3151,Medecine sciences : M/S
3152,Mediators of inflammation
3153,Medical & biological engineering & computing
3154,Medical and veterinary entomology
3155,Medical anthropology
3156,Medical anthropology quarterly
3157,Medical care
3158,Medical care research and review : MCRR
3159,Medical decision making : an international journal of the Society for Medical Decision Making
3160,Medical dosimetry : official journal of the American Association of Medical Dosimetrists
3161,Medical education
3162,Medical education online
3163,Medical engineering & physics
3164,Medical gas research
3165,Medical history
3166,Medical humanities
3167,Medical hypotheses
3168,Medical image analysis
3169,Medical law review
3170,Medical microbiology and immunology
3171,Medical molecular morphology
3172,Medical mycology
3173,"Medical oncology (Northwood, London, England)"
3174,Medical physics
3175,"Medical principles and practice : international journal of the Kuwait University, Health Science Centre"
3176,Medical problems of performing artists
3177,Medical science monitor : international medical journal of experimental and clinical research
3178,Medical science monitor basic research
3179,Medical teacher
3180,Medical ultrasonography
3181,Medicina
3182,"Medicina (Kaunas, Lithuania)"
3183,Medicina clinica
3184,Medicina intensiva
3185,"Medicina oral, patologia oral y cirugia bucal"
3186,Medicinal chemistry (Shariqah (United Arab Emirates))
3187,Medicinal research reviews
3188,Medicine
3189,Medicine and science in sports and exercise
3190,Medicine and sport science
3191,"Medicine, health care, and philosophy"
3192,"Medicine, science, and the law"
3193,"Medicinski glasnik : official publication of the Medical Association of Zenica-Doboj Canton, Bosnia and Herzegovina"
3194,"Medizinische Klinik, Intensivmedizin und Notfallmedizin"
3195,Medwave
3196,Medycyna pracy
3197,Melanoma research
3198,Memorias do Instituto Oswaldo Cruz
3199,Memory & cognition
3200,"Memory (Hove, England)"
3201,"Menopause (New York, N.Y.)"
3202,Metabolic brain disease
3203,Metabolic engineering
3204,Metabolic syndrome and related disorders
3205,Metabolism: clinical and experimental
3206,Metabolomics : Official journal of the Metabolomic Society
3207,Metal ions in life sciences
3208,Metallomics : integrated biometal science
3209,"Methods (San Diego, Calif.)"
3210,Methods and applications in fluorescence
3211,Methods in cell biology
3212,Methods in enzymology
3213,"Methods in molecular biology (Clifton, N.J.)"
3214,Methods of information in medicine
3215,Microbes and environments
3216,Microbes and infection
3217,Microbial biotechnology
3218,Microbial cell factories
3219,"Microbial drug resistance (Larchmont, N.Y.)"
3220,Microbial ecology
3221,Microbial genomics
3222,Microbial pathogenesis
3223,Microbiological research
3224,"Microbiology (Reading, England)"
3225,Microbiology and immunology
3226,Microbiology and molecular biology reviews : MMBR
3227,Microbiology spectrum
3228,MicrobiologyOpen
3229,Microbiome
3230,"Microcirculation (New York, N.Y. : 1994)"
3231,"Micron (Oxford, England : 1993)"
3232,"Microscopy (Oxford, England)"
3233,"Microscopy and microanalysis : the official journal of Microscopy Society of America, Microbeam Analysis Society, Microscopical Society of Canada"
3234,Microscopy research and technique
3235,Microsurgery
3236,Microvascular research
3237,Middle East African journal of ophthalmology
3238,Midwifery
3239,Mikrobiyoloji bulteni
3240,Mikrochimica acta
3241,Military Medical Research
3242,Military medicine
3243,Minerva anestesiologica
3244,Minerva cardioangiologica
3245,Minerva chirurgica
3246,Minerva endocrinologica
3247,Minerva gastroenterologica e dietologica
3248,Minerva ginecologica
3249,Minerva medica
3250,Minerva pediatrica
3251,Minerva stomatologica
3252,Minerva urologica e nefrologica = The Italian journal of urology and nephrology
3253,Mini reviews in medicinal chemistry
3254,Minimally invasive therapy & allied technologies : MITAT : official journal of the Society for Minimally Invasive Therapy
3255,Missouri medicine
3256,"Mitochondrial DNA. Part A, DNA mapping, sequencing, and analysis"
3257,Mitochondrion
3258,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc"
3259,Modern rheumatology
3260,Molecular & cellular proteomics : MCP
3261,Molecular and biochemical parasitology
3262,Molecular and cellular biochemistry
3263,Molecular and cellular biology
3264,Molecular and cellular endocrinology
3265,Molecular and cellular neurosciences
3266,Molecular and cellular probes
3267,Molecular aspects of medicine
3268,Molecular autism
3269,Molecular biology and evolution
3270,Molecular biology of the cell
3271,Molecular biology reports
3272,Molecular biotechnology
3273,Molecular brain
3274,Molecular cancer
3275,Molecular cancer research : MCR
3276,Molecular cancer therapeutics
3277,Molecular carcinogenesis
3278,Molecular cell
3279,Molecular diagnosis & therapy
3280,Molecular diversity
3281,Molecular ecology
3282,Molecular ecology resources
3283,Molecular genetics & genomic medicine
3284,Molecular genetics and genomics : MGG
3285,Molecular genetics and metabolism
3286,Molecular human reproduction
3287,Molecular imaging
3288,Molecular imaging and biology
